slope_deg,elevation_m,lithology_idx,rainfall_3d_mm,rainfall_24h_intensity,soil_moisture_pct,displacement_rate,fault_distance_m,target_class
8.95,40.00,1.00,20.24,0.98,31.70,0.01,3500.00,0
19.87,837.83,3.00,3.00,8.39,52.63,0.43,2200.00,0
5.00,77.72,1.00,13.75,2.85,53.74,0.44,4200.00,0
21.16,783.97,3.00,115.76,1.64,39.05,0.03,2200.00,1
12.73,84.76,2.00,15.13,1.83,58.20,0.14,2800.00,0
15.02,82.55,2.00,47.08,4.88,70.00,0.23,3800.00,0
5.00,106.70,1.00,16.97,1.68,33.63,0.04,4200.00,0
13.96,40.00,2.00,28.07,12.07,53.14,0.16,2800.00,0
5.00,86.80,1.00,9.61,6.71,62.52,0.05,4200.00,0
19.31,150.80,1.00,7.34,0.26,55.17,1.23,4200.00,0
15.21,82.24,1.00,89.62,2.86,39.04,0.09,3500.00,1
15.66,104.71,1.00,1.34,2.67,32.11,0.10,4200.00,0
5.00,73.62,1.00,49.72,2.08,15.00,0.09,4200.00,0
12.00,40.00,2.00,41.41,1.46,61.83,0.02,2800.00,0
7.57,44.87,2.00,16.10,0.41,65.46,0.16,3800.00,0
14.94,89.71,1.00,0.03,7.86,31.57,0.05,3500.00,0
11.51,759.91,3.00,2.21,2.19,57.42,0.28,2200.00,0
5.93,125.33,1.00,5.96,1.46,47.93,0.31,4200.00,0
13.61,64.26,2.00,51.23,1.11,49.19,0.02,2800.00,0
9.71,115.28,1.00,25.43,1.58,58.39,0.03,4200.00,0
15.37,773.86,3.00,7.16,0.94,40.36,0.04,2200.00,0
17.98,58.98,2.00,5.08,2.19,44.85,0.01,2800.00,0
10.69,46.71,1.00,49.31,2.35,35.12,0.01,3500.00,0
11.16,40.00,2.00,42.08,5.12,48.22,0.56,3800.00,0
12.86,99.68,1.00,5.81,9.12,37.29,0.05,3500.00,0
10.11,48.14,2.00,6.29,4.32,47.41,0.24,2800.00,0
12.62,40.00,2.00,7.61,4.79,50.63,0.76,2800.00,0
13.88,90.74,2.00,40.01,0.48,26.87,0.07,2800.00,0
11.25,88.64,2.00,15.62,1.93,41.97,0.38,2800.00,0
13.67,40.00,2.00,26.44,0.45,38.48,0.73,2800.00,0
7.21,40.00,2.00,5.19,7.77,46.44,0.00,3800.00,0
23.13,113.86,1.00,27.85,1.98,35.60,0.01,3500.00,1
12.86,40.00,2.00,4.39,1.94,46.19,0.03,3800.00,0
11.56,92.79,2.00,13.26,3.21,39.75,0.07,2800.00,0
11.95,40.00,2.00,9.27,1.23,52.92,0.07,2800.00,0
19.67,816.30,3.00,40.08,1.04,35.93,0.31,2200.00,0
16.93,135.31,1.00,12.86,0.24,48.79,0.15,4200.00,0
10.39,45.82,2.00,13.32,0.53,70.00,0.31,2800.00,0
14.37,82.15,2.00,0.34,0.80,52.06,0.23,2800.00,0
17.32,41.43,2.00,32.21,7.90,28.15,0.10,2800.00,0
8.82,112.57,1.00,24.10,6.37,37.94,0.15,3500.00,0
14.38,796.12,3.00,47.22,0.52,56.33,0.13,2200.00,0
8.78,87.40,1.00,11.92,9.52,59.13,0.05,4200.00,0
20.96,756.33,3.00,24.59,1.88,45.30,0.05,2200.00,1
13.68,76.53,2.00,5.07,3.98,47.52,0.29,2800.00,0
10.05,82.02,1.00,5.92,0.95,58.27,0.46,3500.00,0
6.09,764.52,3.00,3.11,4.40,48.04,0.02,2200.00,0
8.70,126.34,1.00,11.27,2.47,59.61,0.74,3500.00,0
7.61,67.89,2.00,83.07,9.34,56.07,0.29,3800.00,1
12.87,85.76,1.00,35.66,3.68,63.85,0.01,4200.00,0
7.91,49.07,2.00,45.36,2.80,42.30,0.23,2800.00,0
19.47,835.40,3.00,0.78,0.79,41.52,0.09,2200.00,0
9.37,44.87,2.00,12.72,4.86,55.31,0.02,3800.00,0
18.60,734.19,3.00,5.63,0.27,55.32,0.79,2200.00,0
10.58,103.70,1.00,37.02,1.08,49.22,0.05,4200.00,0
17.23,769.83,3.00,8.07,1.51,50.02,0.09,2200.00,0
6.45,159.41,1.00,16.81,2.35,35.40,0.02,3500.00,0
10.82,40.00,2.00,22.53,6.97,19.39,0.16,2800.00,0
9.62,823.01,3.00,28.48,1.08,58.43,0.08,2200.00,0
6.38,103.51,1.00,46.97,2.37,40.77,0.84,3500.00,0
18.84,75.49,2.00,16.05,4.93,51.35,0.42,2800.00,0
20.18,761.59,3.00,5.91,2.76,38.95,0.54,2200.00,1
9.77,57.56,2.00,9.65,1.69,57.55,0.20,2800.00,0
9.59,73.54,1.00,15.17,4.82,52.04,0.10,3500.00,0
14.21,51.92,2.00,16.54,2.61,40.47,0.24,2800.00,0
5.00,48.51,1.00,11.55,6.14,39.74,0.26,3500.00,0
5.00,137.55,1.00,5.14,1.26,28.59,0.13,4200.00,0
8.72,69.70,1.00,8.30,1.37,38.54,0.85,4200.00,0
13.27,103.41,2.00,3.58,13.59,15.00,0.06,2800.00,0
13.29,66.27,1.00,8.21,0.10,26.72,0.13,3500.00,0
6.19,66.03,2.00,4.11,1.04,34.47,0.03,2800.00,0
21.30,750.83,3.00,19.27,2.22,70.00,0.22,2200.00,1
8.75,108.99,1.00,65.27,0.03,50.51,0.06,4200.00,1
16.07,55.00,2.00,44.67,7.44,57.27,0.00,2800.00,0
11.21,53.06,2.00,1.80,2.40,38.82,0.13,3800.00,0
14.13,768.94,3.00,18.39,6.18,48.38,0.09,2200.00,0
14.24,40.00,2.00,15.35,12.22,66.33,0.07,2800.00,0
5.00,80.48,1.00,30.81,0.33,59.95,0.05,3500.00,0
14.21,73.37,1.00,54.80,5.09,70.00,0.33,4200.00,0
8.81,51.89,2.00,7.75,1.81,31.50,0.17,2800.00,0
10.30,42.71,2.00,30.22,15.04,25.06,0.12,3800.00,0
19.49,790.16,3.00,22.83,4.10,58.54,0.08,2200.00,0
12.15,81.66,1.00,56.28,9.24,52.87,0.75,4200.00,0
10.30,40.00,2.00,4.82,5.74,63.40,0.02,3800.00,0
12.42,46.00,2.00,18.00,1.94,51.30,0.44,2800.00,0
19.19,72.62,2.00,42.47,8.67,47.57,0.03,2800.00,0
7.61,112.81,1.00,31.72,0.89,56.06,0.04,4200.00,0
13.33,716.98,3.00,0.71,1.71,52.67,0.24,2200.00,0
12.15,40.00,2.00,16.79,5.60,38.64,0.17,3800.00,0
10.85,40.00,2.00,33.47,2.70,45.75,0.24,3800.00,0
15.92,745.55,3.00,1.89,0.89,39.54,0.15,2200.00,0
23.56,780.34,3.00,4.22,3.67,70.00,0.03,2200.00,1
12.65,85.18,2.00,42.71,2.90,53.80,0.15,2800.00,0
17.68,785.52,3.00,31.29,0.13,59.24,0.64,2200.00,0
6.13,116.60,1.00,54.49,1.85,45.45,0.09,4200.00,0
12.80,61.59,2.00,9.16,11.41,47.63,0.09,2800.00,0
14.14,104.96,2.00,22.11,4.46,59.20,0.11,2800.00,0
5.00,99.97,1.00,15.24,1.11,36.37,0.11,4200.00,0
6.95,66.84,1.00,0.56,0.14,70.00,0.35,4200.00,0
15.63,102.18,1.00,1.97,2.18,49.57,0.29,3500.00,0
16.76,85.24,2.00,27.95,1.27,48.87,0.01,2800.00,0
14.53,149.57,1.00,5.79,1.46,53.68,0.51,3500.00,0
12.66,115.86,1.00,41.36,2.96,53.84,0.00,3500.00,0
23.51,60.47,2.00,65.33,0.11,44.06,0.01,3800.00,1
7.94,40.00,2.00,1.03,3.32,45.36,0.33,3800.00,0
11.00,40.00,2.00,14.64,0.21,35.01,0.35,3800.00,0
16.36,839.81,3.00,2.62,1.68,50.33,0.29,2200.00,0
9.05,40.00,2.00,5.10,2.37,38.28,0.09,3800.00,0
5.00,129.90,1.00,14.59,3.73,34.35,0.08,3500.00,0
12.75,89.35,2.00,45.26,2.15,42.12,0.14,2800.00,0
11.11,104.37,1.00,11.64,1.63,44.67,0.04,3500.00,0
10.32,93.71,1.00,228.49,1.58,49.36,0.51,3500.00,1
16.06,79.16,1.00,19.63,2.53,46.64,0.24,3500.00,0
5.00,89.27,1.00,2.10,2.89,44.54,0.02,4200.00,0
15.16,787.47,3.00,2.78,0.96,50.67,0.04,2200.00,0
6.75,66.35,2.00,1.87,4.40,61.51,0.12,3800.00,0
11.74,59.54,2.00,15.80,7.58,45.32,0.09,2800.00,0
14.62,791.13,3.00,1.62,1.66,40.46,0.03,2200.00,0
9.95,82.16,1.00,11.74,2.22,58.28,0.11,4200.00,0
5.00,40.00,2.00,43.77,2.11,49.45,0.01,3800.00,0
12.07,124.08,1.00,6.52,3.63,66.38,0.08,3500.00,0
11.84,59.81,1.00,5.07,1.17,23.25,0.15,4200.00,0
11.87,837.52,3.00,9.20,0.47,54.95,0.29,2200.00,0
7.69,40.00,2.00,17.26,2.67,41.09,0.26,3800.00,0
14.45,91.79,2.00,10.67,0.72,62.13,0.09,2800.00,0
17.05,791.26,3.00,13.25,0.71,45.61,0.38,2200.00,0
12.79,40.00,2.00,4.60,0.63,42.50,0.03,3800.00,0
11.63,74.30,2.00,15.52,1.90,37.48,0.81,2800.00,0
18.83,83.87,2.00,66.95,7.31,58.30,0.23,2800.00,1
8.10,40.00,2.00,2.33,1.11,51.64,0.30,3800.00,0
15.68,89.16,2.00,29.92,2.69,55.91,0.43,2800.00,0
14.78,799.43,3.00,22.14,3.98,42.90,0.08,2200.00,0
7.54,116.77,1.00,3.19,7.40,29.66,0.30,3500.00,0
8.56,50.35,1.00,7.07,6.98,31.85,0.28,4200.00,0
5.00,132.58,1.00,24.05,5.41,54.40,0.08,4200.00,0
16.99,106.42,1.00,13.36,1.24,53.86,0.26,4200.00,0
14.86,748.52,3.00,103.77,6.45,53.21,0.31,2200.00,1
9.69,40.00,2.00,12.98,0.65,41.02,0.42,3800.00,0
11.58,50.54,2.00,4.68,0.13,42.03,0.04,3800.00,0
12.52,83.11,2.00,12.96,0.15,31.15,0.16,2800.00,0
20.38,783.88,3.00,38.64,11.08,41.01,0.03,2200.00,1
5.67,61.65,2.00,9.01,0.49,30.02,0.21,3800.00,0
12.03,130.62,2.00,11.54,1.52,64.22,0.22,2800.00,0
5.45,165.70,1.00,7.83,0.20,37.92,0.16,3500.00,0
7.52,88.40,1.00,78.67,5.51,43.77,0.10,4200.00,1
6.95,88.02,1.00,7.23,8.65,48.02,0.15,4200.00,0
18.44,147.41,2.00,2.82,11.65,63.20,0.17,2800.00,0
10.53,90.95,1.00,1.60,7.66,40.81,0.44,3500.00,0
11.61,127.71,1.00,7.12,6.76,47.60,0.51,4200.00,0
13.05,761.19,3.00,18.71,2.70,62.93,0.15,2200.00,0
12.68,104.32,2.00,0.44,1.82,47.16,0.52,2800.00,0
17.47,779.06,3.00,5.56,0.24,63.11,0.36,2200.00,0
5.00,124.41,1.00,56.54,10.95,44.22,0.42,3500.00,0
18.31,775.53,3.00,55.14,2.60,22.11,0.12,2200.00,0
11.48,88.98,2.00,5.91,6.35,58.11,0.07,3800.00,0
6.96,89.52,2.00,44.01,3.90,48.93,0.05,2800.00,0
5.00,53.97,1.00,11.26,0.06,21.14,0.15,4200.00,0
11.75,58.46,2.00,39.53,6.08,43.91,0.13,3800.00,0
6.09,83.47,1.00,18.30,5.82,61.53,0.11,3500.00,0
8.45,165.75,1.00,66.74,4.68,56.68,0.22,4200.00,1
10.65,40.00,2.00,28.75,7.78,27.83,0.08,3800.00,0
9.36,826.49,3.00,45.13,4.58,35.90,0.13,2200.00,0
10.49,170.06,1.00,22.16,6.47,45.53,0.07,4200.00,0
9.48,87.95,1.00,32.92,0.15,34.84,0.03,4200.00,0
16.98,45.70,2.00,7.20,0.42,39.99,0.43,3800.00,0
14.68,816.82,3.00,0.36,4.62,24.55,0.07,2200.00,0
14.22,40.00,2.00,55.12,2.01,32.80,0.02,3800.00,0
13.37,753.35,3.00,20.79,0.27,56.57,0.04,2200.00,0
9.82,40.00,2.00,0.19,1.93,46.62,0.03,3800.00,0
5.00,93.91,1.00,26.37,0.10,49.70,0.06,4200.00,0
5.00,106.83,1.00,19.63,4.71,42.75,0.19,4200.00,0
11.19,98.44,2.00,27.70,1.37,69.62,0.18,2800.00,0
8.43,100.37,1.00,7.21,0.91,45.57,0.06,4200.00,0
16.03,747.51,3.00,20.60,1.44,51.95,0.09,2200.00,0
11.87,40.00,2.00,76.00,11.14,36.41,0.26,3800.00,1
5.00,40.00,2.00,8.94,2.96,49.87,0.08,3800.00,0
6.00,98.93,1.00,3.56,5.84,54.85,0.22,4200.00,0
20.30,75.56,2.00,52.50,0.38,60.88,0.11,2800.00,1
5.79,137.70,1.00,7.21,7.67,50.55,0.28,4200.00,0
15.18,99.95,2.00,47.74,1.57,39.94,0.12,2800.00,0
12.43,816.25,3.00,4.66,1.33,46.95,0.44,2200.00,0
9.30,166.93,1.00,19.91,0.77,45.84,0.17,3500.00,0
14.03,79.00,2.00,7.23,2.42,41.07,0.27,2800.00,0
7.56,134.00,1.00,33.95,2.77,54.95,0.63,4200.00,0
7.28,89.33,1.00,50.50,6.61,49.12,0.14,3500.00,0
19.02,787.54,3.00,29.93,1.62,46.23,0.08,2200.00,0
10.22,69.76,2.00,11.40,3.63,70.00,0.59,2800.00,0
19.67,814.29,3.00,58.43,0.92,57.93,0.00,2200.00,0
11.60,798.70,3.00,3.87,2.06,64.65,0.09,2200.00,0
9.73,46.36,2.00,55.25,2.23,37.57,0.22,3800.00,0
15.68,65.36,2.00,4.11,0.34,44.51,0.05,2800.00,0
16.51,97.42,2.00,29.76,2.34,28.70,0.14,2800.00,0
5.00,100.06,1.00,67.13,2.59,45.96,0.01,4200.00,1
13.28,53.56,2.00,27.71,2.22,34.05,0.06,2800.00,0
12.89,43.62,2.00,14.82,2.95,46.83,0.19,2800.00,0
16.88,761.95,3.00,16.76,0.52,46.60,0.02,2200.00,0
8.55,117.61,1.00,50.28,7.50,29.22,0.01,4200.00,0
20.54,40.00,2.00,14.76,0.25,15.00,0.06,3800.00,1
5.00,125.29,1.00,56.20,0.21,56.73,0.18,4200.00,0
